,sampling rate,sampling width in bytes,nframes,nchannels
727,48000,2,192000,2
7272,44100,2,172216,2
7274,44100,2,176400,2
7275,44100,2,176400,2
7277,48000,2,42490,2
7278,44100,2,176400,2
7279,44100,2,176400,2
728,48000,2,192000,2
7280,44100,2,176400,2
7284,48000,2,192000,2
7285,44100,2,176400,2
7287,44100,2,44982,2
729,44100,2,176400,2
7292,48000,2,192000,2
7294,48000,2,192000,2
7297,48000,2,192000,2
7298,44100,2,176400,2
730,44100,2,176400,2
7302,48000,2,64589,2
7305,44100,2,176400,2
7307,48000,2,192000,2
7309,48000,2,192000,2
7311,44100,2,176400,2
7313,44100,2,176400,2
7315,44100,2,176400,2
7316,44100,2,176400,2
7319,44100,2,176400,2
732,48000,2,69464,2
7320,48000,2,192000,2
7321,48000,2,192000,2
7322,44100,2,176400,2
7323,44100,2,176400,2
7326,44100,2,176400,2
7328,48000,2,192000,2
7329,44100,2,176400,2
733,44100,2,176400,2
7330,44100,2,100948,2
7331,44100,2,176400,2
7332,44100,2,176400,2
7333,44100,2,176400,2
7336,48000,2,192000,2
7337,44100,2,26786,2
7338,48000,2,192000,2
734,44100,2,176400,2
7340,44100,2,51597,2
7343,44100,2,176400,2
7344,48000,2,192000,2
7345,44100,2,176400,2
7346,44100,2,176400,2
7347,44100,2,41454,2
7349,44100,2,176400,2
735,48000,2,192000,2
7352,44100,2,176400,2
7354,44100,2,176400,2
7358,44100,2,176400,2
7359,44100,2,176400,2
7360,48000,2,192000,2
7361,48000,2,192000,2
7362,48000,2,192000,2
7364,44100,2,176400,2
7366,44100,2,176400,2
7367,48000,2,192000,2
7369,48000,2,192000,2
737,44100,2,176400,2
7370,44100,2,176400,2
7372,48000,2,192000,2
7374,44100,2,176400,2
7375,44100,2,176400,2
7376,48000,2,192000,2
7377,48000,2,192000,2
7378,44100,2,176400,2
7379,44100,2,176400,2
738,48000,2,192000,2
7380,44100,2,176400,2
7381,48000,2,192000,2
7382,44100,2,44478,2
7383,44100,2,176400,2
7384,44100,2,110250,2
7385,48000,2,11482,2
7386,44100,2,176400,2
7387,44100,2,176400,2
7388,44100,2,176400,2
7389,44100,2,176400,2
739,44100,2,176400,2
7392,44100,2,176400,2
7398,44100,2,176400,2
7399,48000,2,55192,2
74,44100,2,176400,2
740,44100,2,176400,2
7400,48000,2,192000,2
7401,44100,2,42777,2
7403,44100,2,176400,2
7404,44100,2,176400,2
7405,44100,2,30429,2
7408,48000,2,192000,2
7409,44100,2,50274,2
7410,44100,2,176400,2
7412,44100,2,176400,2
7414,48000,2,192000,2
7417,44100,2,176400,2
7418,48000,2,192000,2
7419,44100,2,176400,2
742,48000,2,192000,2
7423,48000,2,69120,2
7424,48000,2,37440,2
7425,48000,2,192000,1
7426,48000,2,192000,2
7429,44100,2,176400,2
7430,44100,2,176400,2
7431,48000,2,192000,1
7432,96000,2,384000,2
7436,44100,2,176400,2
7437,44100,2,176400,2
7439,44100,2,176400,1
744,44100,2,176400,2
7443,44100,2,176400,2
7446,44100,2,176400,2
7447,44100,2,25527,2
7448,44100,2,176400,2
7449,48000,2,192000,1
7450,44100,2,176400,2
7451,48000,2,57120,2
7452,44100,2,176400,2
7455,48000,2,192000,2
7456,44100,2,53772,2
7457,48000,2,192000,2
7458,48000,2,192000,2
7459,44100,2,176400,2
746,48000,2,192000,2
7460,44100,2,176400,2
7462,44100,2,176400,2
7463,48000,2,192000,2
7465,48000,2,192000,2
7467,48000,2,192000,2
7468,44100,2,176400,2
7469,48000,2,192000,2
7471,44100,2,176400,2
7472,48000,2,192000,1
7475,44100,2,176400,2
7476,44100,2,176400,2
7478,44100,2,67473,2
7479,48000,2,192000,2
748,44100,2,176400,2
7482,48000,2,192000,2
7483,48000,2,192000,2
7488,48000,2,192000,2
749,48000,2,192000,2
7490,48000,2,192000,2
7493,48000,2,192000,2
7494,48000,2,192000,2
7495,48000,2,192000,1
7497,44100,2,176400,1
7499,44100,2,176400,2
750,48000,2,192000,2
7500,48000,2,192000,2
7501,48000,2,192000,2
7503,44100,2,176400,2
7504,48000,2,42720,2
7505,44100,2,176400,2
7506,48000,2,192000,2
7507,48000,2,192000,2
7508,48000,2,192000,2
7509,48000,2,36000,2
751,48000,2,192000,2
7510,48000,2,192000,2
7513,48000,2,192000,2
7516,48000,2,61440,2
7518,44100,2,6411,2
7519,44100,2,176400,2
752,48000,2,14880,1
7520,44100,2,85475,2
7521,22050,1,88200,1
7522,96000,2,384000,2
7523,48000,2,73762,2
7524,44100,2,176400,2
7525,48000,2,192000,2
7528,44100,2,176400,2
7529,44100,2,176400,2
753,48000,2,192000,2
7530,24000,2,96000,2
7531,44100,2,176400,2
7532,48000,2,192000,2
7538,48000,2,192000,1
7539,16000,2,64000,1
754,48000,2,192000,1
7541,44100,2,176400,2
7542,44100,2,176400,2
7543,44100,2,176400,2
7547,44100,2,176400,2
7548,48000,2,18594,2
755,44100,2,176400,2
7550,44100,2,67032,2
7552,44100,2,176400,2
7553,44100,2,176400,2
7556,44100,2,176400,2
7558,48000,2,192000,2
7560,48000,2,48960,2
7561,48000,2,192000,2
7563,44100,2,176400,2
7565,48000,2,192000,1
7566,44100,2,12171,2
7567,44100,2,176400,2
7568,48000,2,192000,2
7569,48000,2,192000,2
757,48000,2,192000,1
7570,44100,2,176400,2
7573,44100,2,51103,2
7574,44100,2,176400,2
7576,48000,2,192000,2
7577,48000,2,192000,2
7578,48000,2,192000,1
7579,44100,2,176400,2
758,44100,2,176400,2
7580,48000,2,192000,1
7581,48000,2,98400,2
7582,44100,2,176400,2
7584,48000,2,192000,2
7585,48000,2,35813,1
7586,24000,2,96000,2
7589,48000,2,192000,2
7592,44100,2,92169,2
7593,44100,2,176400,2
7595,44100,2,176400,2
7596,48000,2,192000,1
7597,48000,2,192000,2
7598,44100,2,176400,2
7599,48000,2,57951,2
76,44100,2,176400,2
760,44100,2,176400,2
7600,44100,2,176400,2
7601,48000,2,192000,2
7602,44100,2,176400,2
7604,48000,2,192000,2
7607,44100,2,176400,2
7609,44100,2,176400,2
761,48000,2,192000,2
7610,48000,2,23520,1
7611,44100,2,25536,2
7612,48000,2,192000,2
7613,48000,2,192000,2
7614,44100,2,176400,2
7617,48000,2,192000,2
7618,48000,2,192000,2
7619,48000,2,192000,2
7620,44100,2,176400,2
7622,48000,2,192000,2
7623,44100,2,176400,2
7625,22050,2,7717,1
7626,44100,2,176400,2
7629,44100,2,96494,2
7631,48000,2,192000,2
7633,44100,2,176400,2
7634,44100,2,176400,2
7636,48000,2,192000,1
7638,48000,2,192000,2
7639,44100,2,26901,2
764,44100,2,176400,2
7641,44100,2,176400,2
7642,44100,2,176400,2
7644,44100,2,176400,2
7645,44100,2,176400,2
7646,44100,2,176400,2
7648,44100,2,176400,2
765,44100,2,176400,2
7650,48000,2,192000,2
7651,48000,2,192000,2
7653,48000,2,192000,2
7655,48000,2,192000,2
7656,48000,2,192000,2
7657,48000,2,192000,2
766,48000,2,192000,2
7664,48000,2,89760,2
7665,48000,2,192000,2
7669,48000,2,192000,1
7671,48000,2,192000,2
7672,48000,2,192000,2
7673,44100,2,176400,2
7674,44100,2,176400,2
7675,44100,2,176400,2
7677,44100,2,176400,2
7679,48000,2,192000,2
7680,48000,2,192000,2
7681,48000,2,192000,2
7682,44100,2,67382,2
7683,44100,2,28665,2
7685,48000,2,192000,2
7686,48000,2,192000,2
7687,44100,2,176400,2
7688,48000,2,192000,2
7689,48000,2,192000,2
7690,48000,2,192000,2
7694,48000,2,192000,2
7696,48000,2,30240,2
7697,48000,2,192000,2
7699,44100,2,176400,2
77,44100,2,176400,2
770,48000,2,192000,2
7700,22050,1,88200,1
7702,48000,2,192000,2
7705,48000,2,192000,2
7706,48000,2,192000,2
7707,48000,2,192000,2
771,8000,2,32000,2
7710,48000,2,192000,2
7711,44100,2,176400,2
7712,44100,2,12341,2
7713,48000,2,192000,2
7715,48000,2,192000,2
7718,44100,2,176400,2
772,44100,2,176400,2
7720,48000,2,80640,1
7721,44100,2,176400,1
7723,48000,2,192000,2
7724,24000,2,96000,2
7725,44100,2,133182,2
7726,44100,2,176400,2
7727,24000,2,96000,2
7729,48000,2,192000,1
773,44100,2,176400,2
7730,44100,2,132726,2
7733,48000,2,192000,2
7734,48000,2,192000,2
7735,48000,2,192000,2
7736,48000,2,97920,2
7738,48000,2,192000,2
7739,44100,2,176400,2
7740,48000,2,192000,1
7742,48000,2,192000,2
7743,48000,2,192000,2
7744,48000,2,192000,2
7745,24000,2,96000,2
7747,48000,2,8640,2
7748,44100,2,176400,2
7750,44100,2,176400,2
7751,48000,2,27814,2
7754,44100,2,176400,2
7756,48000,2,192000,2
7759,44100,2,176400,2
776,48000,2,192000,2
7761,44100,2,176400,2
7762,44100,2,176400,2
7765,44100,2,176400,2
7766,44100,2,52920,2
7768,48000,2,192000,2
7769,44100,2,176400,2
7770,44100,2,176400,2
7775,48000,2,192000,2
7776,48000,2,192000,2
7777,44100,2,12348,2
7779,44100,2,176400,2
778,44100,2,176400,2
7780,44100,2,176400,2
7783,48000,2,192000,2
7784,48000,2,192000,2
7785,48000,2,192000,2
7787,44100,2,176400,2
7788,48000,2,192000,1
7791,44100,2,176400,2
7792,48000,2,81557,2
7795,24000,2,96000,2
7796,44100,2,176400,2
78,22050,2,8379,1
780,44100,2,176400,2
7800,48000,2,192000,2
7802,44100,2,176400,2
7804,44100,2,176400,2
7806,48000,2,192000,2
7807,44100,2,176400,2
7810,48000,2,192000,1
7813,48000,2,192000,2
7814,48000,2,192000,2
7817,44100,2,176400,2
7818,22050,1,88200,1
7819,44100,2,176400,2
7821,48000,2,192000,2
7822,48000,2,192000,1
7824,44100,2,176400,2
7825,48000,2,192000,2
7826,16000,2,4080,1
7827,48000,2,29702,2
7828,48000,2,192000,2
7829,44100,2,176400,2
783,44100,2,176400,2
7830,48000,2,28695,2
7831,48000,2,192000,2
7833,24000,2,96000,2
7835,44100,2,176400,2
7836,44100,2,176400,2
7837,44100,2,176400,2
7838,44100,2,26001,2
7839,48000,2,192000,2
784,44100,2,176400,2
7842,48000,2,192000,2
7843,44100,2,176400,2
7844,48000,2,192000,2
7845,44100,2,176400,2
7846,48000,2,192000,2
785,48000,2,102720,2
7850,48000,2,65227,2
7853,44100,2,176400,2
7854,44100,2,176400,2
7855,48000,2,192000,2
7856,44100,2,45423,2
7858,48000,2,192000,1
7860,48000,2,192000,2
7861,48000,2,192000,2
7862,48000,2,192000,2
7865,48000,2,192000,2
7867,48000,2,82340,2
7868,44100,2,176400,2
7869,48000,2,192000,2
787,44100,2,176400,2
7870,44100,2,13451,2
7871,48000,2,67461,2
7872,44100,2,63504,2
7873,44100,2,176400,2
7874,44100,2,176400,2
7875,48000,2,192000,2
7876,48000,2,119924,1
7879,48000,2,192000,1
7880,44100,2,176400,2
7881,44100,2,176400,2
7882,44100,2,21989,2
7883,44100,2,176400,2
7890,48000,2,192000,2
7891,48000,2,192000,2
7892,44100,2,176400,2
7893,44100,2,176400,2
7896,48000,2,192000,2
7897,44100,2,176400,2
7898,44100,2,176400,2
7899,44100,2,176400,2
79,48000,2,192000,2
790,44100,2,176400,2
7900,44100,2,176400,2
7901,48000,2,192000,2
7904,44100,2,176400,2
7908,44100,2,52479,2
7909,48000,2,192000,2
791,44100,2,176400,2
7910,44100,2,20971,2
7911,44100,2,176400,2
7914,44100,2,176400,2
7916,44100,2,176400,2
7917,48000,2,17634,2
7918,44100,2,176400,2
7919,44100,2,176400,2
792,8000,2,32000,2
7920,44100,2,176400,2
7922,44100,2,176400,2
7927,44100,2,176400,2
7928,44100,2,176400,2
7929,48000,2,192000,2
7930,48000,2,46344,2
7931,48000,2,192000,2
7932,44100,2,176400,1
7933,44100,2,176400,2
7935,44100,2,53274,2
7936,48000,2,192000,2
7938,44100,2,176400,2
7939,48000,2,192000,2
794,44100,2,55441,2
7941,44100,2,176400,2
7942,48000,2,192000,2
7943,44100,2,176400,2
7944,44100,2,63945,1
7946,48000,2,192000,2
7949,48000,2,192000,2
7951,44100,2,176400,2
7952,44100,2,176400,2
7954,48000,2,192000,1
7955,48000,2,192000,2
7956,44100,2,74970,2
7959,44100,2,176400,2
796,48000,2,192000,2
7961,44100,2,176400,2
7963,44100,2,176400,2
7964,44100,2,176400,2
7965,44100,2,137876,1
7966,44100,2,176400,2
7969,48000,2,65760,2
7970,44100,2,176400,2
7975,44100,2,176400,2
7976,48000,2,38400,2
7977,44100,2,135670,2
7978,48000,2,192000,2
7979,44100,2,176400,2
798,48000,2,192000,2
7980,48000,2,192000,2
7981,44100,2,176400,1
7982,48000,2,192000,2
7985,48000,2,192000,2
7988,48000,2,192000,2
7989,44100,2,176400,2
799,48000,2,192000,2
7990,44100,2,176400,2
7992,44100,2,176400,2
7993,24000,2,96000,2
7994,44100,2,176400,2
7995,44100,2,176400,2
7996,44100,2,176400,2
7997,48000,2,21120,1
7998,48000,2,38692,2
7999,48000,2,192000,2
80,48000,2,126240,2
8000,48000,2,192000,2
8002,48000,2,192000,2
8004,44100,2,176400,2
8008,44100,2,7333,2
8009,48000,2,30541,2
801,48000,2,192000,1
8012,22050,1,88200,1
8013,48000,2,192000,2
8014,48000,2,192000,2
8016,48000,2,50880,2
802,44100,2,176400,2
8020,48000,2,192000,2
8021,48000,2,192000,2
8022,48000,2,192000,2
8024,44100,2,56448,2
8025,44100,2,176400,2
8027,48000,2,120480,2
8028,24000,2,96000,2
8029,44100,2,176400,2
803,24000,2,96000,2
8032,48000,2,192000,2
8033,44100,2,176400,2
8034,48000,2,192000,1
8035,48000,2,192000,2
8036,44100,2,176400,1
8037,44100,2,176400,2
804,44100,2,25422,2
8042,44100,2,176400,2
8043,44100,2,176400,2
8046,44100,2,176400,2
8047,16000,2,64000,1
8048,48000,2,192000,2
8049,48000,2,47520,2
8050,48000,2,4651,2
8052,16000,2,64000,1
8053,44100,2,176400,2
8055,44100,2,176400,2
8057,48000,2,192000,2
8058,48000,2,192000,2
8060,44100,2,176400,2
8061,48000,2,192000,2
8062,44100,2,176400,1
8064,48000,2,80514,2
8067,44100,2,176400,2
8068,48000,2,192000,2
8069,48000,2,192000,2
807,48000,2,96782,2
8071,48000,2,192000,2
8072,44100,2,176400,2
8073,44100,2,176400,2
8074,48000,2,183360,2
8075,44100,2,176400,2
8076,48000,2,192000,2
8077,44100,2,176400,2
8078,48000,2,192000,2
8079,44100,2,176400,2
8080,44100,2,176400,2
8081,48000,2,192000,2
8084,44100,2,176400,2
8085,44100,2,176400,2
8086,48000,2,192000,2
8088,44100,2,8649,2
809,48000,2,105600,2
8090,48000,2,192000,2
8092,44100,2,82908,2
8093,44100,2,176400,2
8095,44100,2,176400,2
8097,48000,2,54155,2
8099,44100,2,129081,2
81,48000,2,192000,2
810,44100,2,85962,2
8100,44100,2,176400,2
8101,48000,2,192000,2
8103,44100,2,176400,2
8104,44100,2,176400,2
8105,44100,2,95919,2
8106,44100,2,176400,2
8108,44100,2,176400,2
811,48000,2,192000,2
8110,48000,2,192000,2
8111,48000,2,192000,2
8114,44100,2,176400,2
8118,44100,2,176400,2
8119,48000,2,192000,2
812,48000,2,192000,1
8122,44100,2,176400,2
8125,44100,2,176400,2
8127,48000,2,192000,2
8128,48000,2,23304,2
813,44100,2,176400,2
8130,48000,2,192000,2
8131,44100,2,176400,2
8133,48000,2,192000,2
8135,48000,2,192000,2
8137,44100,2,176400,2
8140,44100,2,176400,2
8142,44100,2,176400,2
8143,48000,2,192000,2
8144,48000,2,192000,2
8145,44100,2,176400,2
8146,44100,2,176400,2
8148,44100,2,31684,1
8150,48000,2,192000,2
8151,44100,2,45765,1
8152,48000,2,192000,2
8154,48000,2,53211,2
8155,44100,2,176400,2
8156,48000,2,192000,2
816,44100,2,176400,2
8161,44100,2,176400,2
8166,44100,2,176400,2
8167,48000,2,192000,2
8168,44100,2,70099,2
817,44100,2,70882,1
8171,44100,2,176400,2
8172,48000,2,192000,2
8173,48000,2,192000,2
8174,44100,2,85835,2
8176,48000,2,33398,2
8177,44100,2,176400,2
8180,48000,2,192000,2
8181,48000,2,192000,2
8182,44100,2,176400,2
8183,44100,2,176400,2
8184,44100,2,44982,2
8185,44100,2,32193,1
8187,44100,2,176400,2
8188,48000,2,192000,2
8189,11025,2,44100,2
819,44100,2,176400,2
8190,44100,2,176400,2
8191,44100,2,176400,2
8192,44100,2,94374,2
8193,48000,2,192000,2
8194,44100,2,176400,2
8195,44100,2,176400,2
8199,48000,2,192000,2
82,48000,2,192000,2
820,48000,2,192000,2
8200,24000,2,96000,2
8201,48000,2,110880,2
8202,48000,2,192000,2
8205,48000,2,192000,2
8208,48000,2,192000,2
821,48000,2,192000,2
8210,44100,2,176400,2
8211,44100,2,176400,2
8213,44100,2,176400,2
8215,44100,2,176400,2
8216,11025,2,44100,2
8217,48000,2,192000,2
8219,44100,2,176400,2
8220,48000,2,192000,2
8221,44100,2,176400,2
8227,48000,2,192000,2
8228,44100,2,176400,2
8229,44100,2,176400,2
8231,48000,2,192000,2
8232,96000,2,111051,2
8233,48000,2,115680,2
8234,48000,2,192000,2
8236,48000,2,192000,2
8238,44100,2,176400,2
8239,48000,2,192000,1
824,44100,2,176400,2
8241,44100,2,176400,2
8243,48000,2,192000,2
8244,44100,2,152586,2
8246,48000,2,192000,2
8247,44100,2,176400,2
8249,44100,2,176400,2
825,48000,2,192000,2
8251,48000,2,192000,2
8252,44100,2,176400,2
8253,44100,2,176400,2
8257,48000,2,192000,2
8258,48000,2,192000,2
8259,44100,2,173985,1
826,48000,2,192000,2
8260,48000,2,192000,2
8261,44100,2,176400,2
8262,44100,2,176400,2
8263,48000,2,192000,2
8264,44100,2,176400,2
8265,48000,2,192000,2
8266,44100,2,176400,2
8268,44100,2,176400,2
8270,48000,2,192000,2
8271,44100,2,176400,2
8272,44100,2,176400,2
8274,44100,2,176400,2
8277,48000,2,192000,2
8279,44100,2,176400,1
8280,48000,2,192000,2
8282,48000,2,192000,1
8283,44100,2,176400,2
8285,44100,2,176400,2
8287,44100,2,176400,2
8289,48000,2,192000,1
829,44100,2,176400,2
8293,48000,2,56964,2
8294,48000,2,192000,2
8296,44100,2,176400,2
8297,44100,2,176400,2
8299,48000,2,81925,2
83,44100,2,4673,2
830,44100,2,176400,2
8300,44100,2,176400,2
8302,48000,2,192000,2
8305,48000,2,192000,2
8306,44100,2,176400,1
8307,44100,2,63504,2
8308,44100,2,176400,2
8310,16000,2,51360,1
8311,44100,2,176400,2
8313,44100,2,176400,2
8314,44100,2,176400,2
8315,44100,2,176400,2
8317,48000,2,192000,2
8318,48000,2,192000,1
832,44100,2,176400,2
8322,48000,2,192000,2
8323,48000,2,192000,2
8324,48000,2,192000,2
8325,48000,2,192000,2
8327,44100,2,176400,2
833,48000,2,192000,1
8330,48000,2,192000,2
8332,48000,2,192000,2
8333,48000,2,192000,2
8334,44100,2,176400,2
8335,48000,2,192000,2
8337,44100,2,176400,2
8338,48000,2,192000,2
834,48000,2,192000,2
8344,44100,2,176400,1
8345,44100,2,21944,2
8346,48000,2,46890,2
8347,44100,2,104076,2
835,44100,2,176400,2
8351,48000,2,108000,2
8352,44100,2,176400,2
8353,44100,2,176400,1
8354,44100,2,58653,2
8356,48000,2,192000,2
8357,48000,2,192000,2
8360,48000,2,192000,2
8361,44100,2,176400,2
8364,44100,2,176400,2
8365,44100,2,176400,2
8366,48000,2,192000,2
8368,48000,2,38880,1
8369,44100,2,176400,2
8370,48000,2,23766,2
8377,44100,2,176400,2
8378,44100,2,176400,2
838,48000,2,192000,2
8380,44100,2,159538,2
8381,48000,2,192000,1
8382,48000,2,99840,2
8384,48000,2,192000,1
8386,44100,2,176400,2
8387,44100,2,176400,2
839,44100,2,176400,2
8391,44100,2,176400,2
8392,44100,2,176400,2
8393,44100,2,70560,2
8395,48000,2,51200,2
8396,48000,2,192000,2
8397,48000,2,192000,2
8399,44100,2,176400,2
84,44100,2,176400,2
840,44100,2,176400,2
8401,48000,2,103200,2
8403,44100,2,176400,1
8406,44100,2,176400,2
8407,48000,2,61920,2
8409,44100,2,176400,1
841,11025,2,44100,1
8410,48000,2,192000,2
8411,48000,2,192000,2
8412,44100,2,176400,2
8416,44100,2,176400,2
8417,44100,2,176400,2
8419,44100,2,176400,2
8420,44100,2,176400,2
8421,44100,2,176400,2
8422,48000,2,183121,2
8424,48000,2,192000,2
8425,44100,2,176400,2
8427,22050,1,88200,1
8428,44100,2,176400,2
8429,48000,2,192000,2
843,11025,1,44100,1
8430,48000,2,192000,2
8431,48000,2,192000,2
8432,44100,2,176400,2
8434,44100,2,176400,2
8435,48000,2,192000,1
8437,16000,1,64000,2
8438,44100,2,176400,2
844,44100,2,57566,2
8440,48000,2,23381,1
8441,48000,2,192000,2
8442,48000,2,192000,2
8443,44100,2,60858,2
8444,48000,2,192000,2
8445,48000,2,192000,2
8446,48000,2,192000,2
8447,48000,2,192000,1
8448,48000,2,192000,2
8449,44100,2,176400,2
845,44100,2,176400,1
8450,44100,2,176400,2
8453,48000,2,192000,2
8457,48000,2,52320,2
8458,48000,2,192000,2
8459,48000,2,192000,2
8460,48000,2,192000,2
8462,44100,2,176400,2
8464,48000,2,192000,2
8465,48000,2,28653,2
8466,44100,2,176400,2
8467,44100,2,176400,2
8469,44100,2,176400,2
8470,48000,2,192000,2
8471,44100,2,94374,1
8472,44100,2,176400,2
8473,44100,2,176400,2
8474,44100,2,176400,2
8475,44100,2,176400,2
8476,48000,2,174240,2
8477,48000,2,192000,2
8479,48000,2,192000,2
848,44100,2,176400,2
8482,44100,2,176400,2
8483,48000,2,192000,2
8484,48000,2,192000,2
8485,48000,2,58362,2
8486,44100,2,176400,2
849,48000,2,192000,1
8491,44100,2,176400,2
8492,96000,2,384000,2
8493,44100,2,176400,2
8496,44100,2,176400,2
8498,48000,2,39840,2
8499,44100,2,83349,2
850,48000,2,192000,2
8500,48000,2,192000,2
8501,44100,2,176400,2
8502,48000,2,192000,2
8503,44100,2,176400,2
8507,44100,2,176400,2
8508,48000,2,192000,2
851,44100,2,176400,2
8510,44100,2,176400,2
8511,44100,2,176400,2
8512,44100,2,176400,2
8513,48000,2,192000,2
8514,44100,2,176400,2
8515,44100,2,176400,2
8518,48000,2,69024,2
8519,48000,2,189997,1
8520,44100,2,176400,2
8522,44100,2,57651,2
8523,44100,2,176400,2
8524,44100,2,29106,2
8526,48000,2,192000,1
8527,44100,2,176400,2
853,48000,2,192000,2
8531,44100,2,176400,2
8534,44100,2,176400,2
8535,44100,2,176400,2
8536,48000,2,192000,2
8538,48000,2,47783,2
8539,48000,2,192000,2
854,48000,2,116160,2
8540,48000,2,192000,2
8542,48000,2,79778,1
8543,48000,2,192000,2
8544,44100,2,176400,2
8546,48000,2,192000,2
8547,48000,2,192000,2
855,44100,2,176400,2
8552,44100,2,176400,2
8553,44100,2,176400,2
8558,48000,2,192000,2
8560,44100,2,176400,2
8562,48000,2,192000,2
8564,48000,2,192000,2
8565,48000,2,192000,2
8568,48000,2,192000,2
8569,44100,2,176400,2
857,48000,2,192000,1
8570,44100,2,176400,2
8571,48000,2,192000,1
8575,44100,2,176400,2
8578,44100,2,176400,2
8579,48000,2,192000,2
858,48000,2,192000,2
8580,44100,2,176400,2
8581,44100,2,176400,2
8582,48000,2,192000,2
8584,48000,2,192000,2
8586,44100,2,176400,2
8587,48000,2,192000,2
8588,48000,2,192000,2
8589,48000,2,192000,2
859,48000,2,192000,2
8590,48000,2,12769,2
8594,44100,2,176400,2
8595,44100,2,176400,2
8596,44100,2,176400,2
8597,44100,2,175433,2
8598,48000,2,25440,1
8599,48000,2,192000,2
860,48000,2,192000,2
8603,48000,2,192000,2
8604,48000,2,192000,2
8605,44100,2,38680,2
8607,44100,2,176400,2
8609,48000,2,192000,2
8610,48000,2,192000,2
8611,48000,2,108000,2
8612,44100,2,176400,2
8613,11025,2,44100,2
8614,48000,2,192000,1
8615,44100,2,176400,2
8616,48000,2,137280,2
8617,48000,2,192000,2
8618,44100,2,176400,2
8620,44100,2,176400,2
8621,44100,2,80658,2
8624,22050,1,88200,1
8625,44100,2,176400,2
8626,44100,2,176400,2
8627,44100,2,176400,2
8628,44100,2,176400,2
863,44100,2,176400,2
8630,44100,2,176400,2
8632,44100,2,176400,2
8635,44100,2,176400,2
8636,44100,2,176400,2
8637,48000,2,192000,2
8639,44100,2,176400,2
864,44100,2,176400,2
8640,44100,2,176400,2
8641,44100,2,176400,2
8643,44100,2,176400,2
8644,44100,2,176400,2
8646,44100,2,45309,2
8649,48000,2,192000,2
865,48000,2,192000,2
8650,44100,2,176400,2
8651,48000,2,192000,2
8653,44100,2,31752,2
8654,48000,2,192000,2
8656,48000,2,192000,1
8657,44100,2,58642,2
8658,44100,2,176400,2
8659,44100,2,176400,2
8660,48000,2,192000,2
8663,48000,2,192000,2
8664,48000,2,192000,1
8665,44100,2,176400,2
8666,44100,2,176400,2
8667,44100,2,176400,2
867,48000,2,192000,2
8670,44100,2,176400,2
8673,48000,2,35999,1
8675,44100,2,176400,2
8676,48000,2,70329,2
8677,44100,2,176400,2
8678,48000,2,192000,2
8679,48000,2,192000,1
868,48000,2,192000,2
8681,44100,2,172431,2
8682,44100,2,176400,2
8684,44100,2,176400,2
8685,44100,2,176400,2
869,48000,2,192000,2
8690,44100,2,176400,2
8691,44100,2,176400,2
8693,44100,2,176400,2
8694,44100,2,176400,2
8695,48000,2,192000,2
8699,44100,2,176400,2
87,48000,2,192000,2
870,48000,2,192000,2
8701,48000,2,192000,2
8703,48000,2,86247,2
8704,48000,2,192000,2
8705,48000,2,192000,2
8706,48000,2,192000,2
8707,44100,2,65162,2
8709,48000,2,48780,2
871,44100,2,176400,2
8710,44100,2,176400,2
8711,44100,2,176400,2
8712,48000,2,192000,2
8713,32000,2,128000,1
8714,48000,2,192000,2
8715,44100,2,176400,2
8716,44100,2,146209,2
8717,48000,2,192000,2
872,48000,2,192000,2
8720,44100,2,176400,2
8721,48000,2,192000,2
8722,44100,2,153468,2
8723,44100,2,176400,2
8724,48000,2,192000,2
8725,48000,2,192000,1
8726,44100,2,97305,2
8727,48000,2,192000,2
8728,48000,2,192000,2
8729,48000,2,192000,2
874,44100,2,176400,2
875,44100,2,176400,2
876,48000,2,192000,1
878,44100,2,176400,2
88,44100,2,176400,2
881,48000,2,192000,2
882,44100,2,176400,2
883,48000,2,192000,2
884,44100,2,25385,2
885,44100,2,176400,2
886,44100,2,26901,2
887,44100,2,64239,2
889,44100,2,51156,2
891,44100,2,106281,2
892,44100,2,176400,2
893,44100,2,176400,2
894,48000,2,192000,1
896,48000,2,192000,2
898,44100,2,176400,2
899,48000,2,192000,2
90,48000,2,192000,2
900,44100,2,176400,2
901,44100,2,176400,2
904,44100,2,176400,2
905,44100,2,176400,2
906,48000,2,31087,1
907,16000,2,64000,1
91,48000,2,192000,2
911,44100,2,176400,2
912,48000,2,192000,2
913,48000,2,192000,2
914,44100,2,176400,2
915,48000,2,192000,2
916,48000,2,192000,2
919,48000,2,192000,1
92,48000,2,192000,2
921,44100,2,176400,2
922,48000,2,192000,2
923,48000,2,192000,2
925,48000,2,192000,2
926,44100,2,176400,2
927,44100,2,176400,2
928,44100,2,176400,2
929,48000,2,192000,2
93,44100,2,176400,2
930,44100,2,22776,1
932,44100,2,176400,2
933,48000,2,192000,2
937,44100,2,176400,2
938,44100,2,176400,2
941,48000,2,50235,2
943,44100,2,176400,2
945,48000,2,102536,2
946,8000,2,32000,2
948,44100,2,176400,2
951,44100,2,64827,2
952,48000,2,50880,2
953,44100,2,176400,2
954,44100,2,66421,2
955,48000,2,192000,2
956,48000,2,192000,2
957,48000,2,192000,2
959,44100,2,176400,2
963,44100,2,97020,2
964,44100,2,14004,2
965,48000,2,192000,2
97,44100,2,176400,2
